id|name|faction_id|description
4988|Explorator augury web|TS|irrelevant
4988|Explorator augury web|DG|irrelevant
4988|Explorator augury web|CSM|irrelevant
4989|Heavy armour|DG|the bearer has a 5-isv-.
4989|Heavy armour|TS|the bearer has a 5-isv-.
4989|Heavy armour|CSM|the bearer has a 5-isv-.
4990|Explodes|DG|irrelevant
4990|Explodes|TS|irrelevant
4990|Explodes|CSM|irrelevant
4991|Inviolate Armour|CSM|-ma- has a 5+invulnerable save.
4991|Inviolate Armour|DG|-ma- has a 5+invulnerable save.
4991|Inviolate Armour|TS|-ma- has a 5+invulnerable save.
4992|Explodes|TS|irrelevant
4992|Explodes|DG|irrelevant
4992|Explodes|CSM|irrelevant
4993|Explodes|TS|irrelevant
4993|Explodes|DG|irrelevant
4993|Explodes|CSM|irrelevant
4994|Explodes|CSM|irrelevant
4994|Explodes|DG|irrelevant
4994|Explodes|TS|irrelevant
4995|Artillery and Crew|CSM|"each rapier carrier and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their rapier carrier model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the rapier carrier’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4995|Artillery and Crew|TS|"each rapier carrier and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their rapier carrier model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the rapier carrier’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4995|Artillery and Crew|DG|"each rapier carrier and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their rapier carrier model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the rapier carrier’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4996|Infernal bomb|CSM|"once per turn, if the bearer has any infernal bombs remaining, it can drop one of them. immediately after the bearer has moved, you can select one point on the battlefield the bearer moved across this phase. roll one d6 for each unit within 6"" of that point, subtracting 1 if that model is a character (excluding vehicle or monster units): on a 4-5, that unit suffers d3 mortal wounds; on a 6, that unit suffers d6 mortal wounds. each infernal bomb can only be dropped once per battle."
4996|Infernal bomb|DG|"once per turn, if the bearer has any infernal bombs remaining, it can drop one of them. immediately after the bearer has moved, you can select one point on the battlefield the bearer moved across this phase. roll one d6 for each unit within 6"" of that point, subtracting 1 if that model is a character (excluding vehicle or monster units): on a 4-5, that unit suffers d3 mortal wounds; on a 6, that unit suffers d6 mortal wounds. each infernal bomb can only be dropped once per battle."
4996|Infernal bomb|TS|"once per turn, if the bearer has any infernal bombs remaining, it can drop one of them. immediately after the bearer has moved, you can select one point on the battlefield the bearer moved across this phase. roll one d6 for each unit within 6"" of that point, subtracting 1 if that model is a character (excluding vehicle or monster units): on a 4-5, that unit suffers d3 mortal wounds; on a 6, that unit suffers d6 mortal wounds. each infernal bomb can only be dropped once per battle."
4997|Airborne|TS|irrelevant
4997|Airborne|DG|irrelevant
4997|Airborne|CSM|irrelevant
4998|Supersonic|TS|irrelevant
4998|Supersonic|CSM|irrelevant
4998|Supersonic|DG|irrelevant
4999|Hard to Hit|TS|-era- -ma-, -s1hr-.
4999|Hard to Hit|DG|-era- -ma-, -s1hr-.
4999|Hard to Hit|CSM|-era- -ma-, -s1hr-.
5000|Hover Jet|CSM|irrelevant
5000|Hover Jet|DG|irrelevant
5000|Hover Jet|TS|irrelevant
5001|Explodes|CSM|irrelevant
5001|Explodes|DG|irrelevant
5001|Explodes|TS|irrelevant
5002|Explodes|TS|irrelevant
5002|Explodes|CSM|irrelevant
5002|Explodes|DG|irrelevant
5003|Titanic|CSM|irrelevant
5004|Frenzied Crawler|CSM|irrelevant
5005|Runes of the Blood God|CSM|irrelevant
5006|Explodes|CSM|irrelevant
5007|Explodes|TS|irrelevant
5007|Explodes|DG|irrelevant
5007|Explodes|CSM|irrelevant
5008|Unstable Reactor|TS|irrelevant
5008|Unstable Reactor|DG|irrelevant
5008|Unstable Reactor|CSM|irrelevant
5009|Explodes|CSM|irrelevant
5009|Explodes|DG|irrelevant
5009|Explodes|TS|irrelevant
5010|Explodes|CSM|irrelevant
5012|Explodes|DG|irrelevant
5012|Explodes|CSM|irrelevant
5012|Explodes|TS|irrelevant
5013|Explodes|TS|irrelevant
5013|Explodes|DG|irrelevant
5013|Explodes|CSM|irrelevant
5014|Void Shields|CSM|-ma- has 2 void shields. each void shield has 3 shield points. while -ma- has any void shields, it has a 5-isv- -era-.each time a saving throw is failed for -ma- against a ranged attack, if it has any void shields, it does not suffer any damage. instead, for each point of damage inflicted, one of its void shields loses 1 shield point. once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: -ma- loses that void shield and any excess damage inflicted by that attack is lost. void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).at the start of your command phase, if -ma- has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.
5014|Void Shields|DG|-ma- has 2 void shields. each void shield has 3 shield points. while -ma- has any void shields, it has a 5-isv- -era-.each time a saving throw is failed for -ma- against a ranged attack, if it has any void shields, it does not suffer any damage. instead, for each point of damage inflicted, one of its void shields loses 1 shield point. once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: -ma- loses that void shield and any excess damage inflicted by that attack is lost. void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).at the start of your command phase, if -ma- has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.
5014|Void Shields|TS|-ma- has 2 void shields. each void shield has 3 shield points. while -ma- has any void shields, it has a 5-isv- -era-.each time a saving throw is failed for -ma- against a ranged attack, if it has any void shields, it does not suffer any damage. instead, for each point of damage inflicted, one of its void shields loses 1 shield point. once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: -ma- loses that void shield and any excess damage inflicted by that attack is lost. void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).at the start of your command phase, if -ma- has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.
5015|Thermal jet array|CSM|after the bearer has moved, you can select one unit -ma- moved across and roll one d6, subtracting 1 from the roll if that unit has the character keyword: on a 2-4, that unit suffers d3 mortal wounds; on a 5+, that unit suffers 2d3 mortal wounds.
5015|Thermal jet array|DG|after the bearer has moved, you can select one unit -ma- moved across and roll one d6, subtracting 1 from the roll if that unit has the character keyword: on a 2-4, that unit suffers d3 mortal wounds; on a 5+, that unit suffers 2d3 mortal wounds.
5015|Thermal jet array|TS|after the bearer has moved, you can select one unit -ma- moved across and roll one d6, subtracting 1 from the roll if that unit has the character keyword: on a 2-4, that unit suffers d3 mortal wounds; on a 5+, that unit suffers 2d3 mortal wounds.
5016|Explodes|CSM|irrelevant
5016|Explodes|TS|irrelevant
5016|Explodes|DG|irrelevant
5017|Explodes|TS|irrelevant
5017|Explodes|DG|irrelevant
5017|Explodes|CSM|irrelevant
5018|Putrid Explosion|DG|irrelevant
5019|Icon of Slaughter (Aura)|CSM|irrelevant
5020|Favour of the Blood God|CSM|irrelevant
5021|Explodes|CSM|irrelevant
5021|Explodes|DG|irrelevant
5021|Explodes|TS|irrelevant
5022|Explodes|TS|irrelevant
5022|Explodes|DG|irrelevant
5022|Explodes|CSM|irrelevant
5023|The Warfiend (Aura)|CD|"while a -fu- khorne daemon unit is within 6"" of -ma-, each time a model in that unit makes an attack, re-roll a hit roll of 1."
5024|Swallow Whole|CD|at the start of the fight phase, you can select one -eu- model that is within engagement range of -ma- and roll one d6; if the result is higher than that model’s wounds characteristic, that model is destroyed.
5026|Master of Magics|CD|irrelevant
5027|Sinistrous Talon|CD|irrelevant
5028|Daemonic Rewards|CD|khorne spined chaos beast models have the unstoppable ferocity ability, tzeentch spined chaos beast models have the ephemeral form ability, nurgle spined chaos beast models have the disgustingly resilient ability and slaanesh spined chaos beast models have the quicksilver swiftness ability.
5029|Warp Spines|CD|each time -ma- finishes a charge move, select one -eu- unit within engagement range of it and roll one d6: on a 3-5, that unit suffers d3 mortal wounds; on a 6, that unit suffers 3 mortal wounds.
5030|Fearsome (Aura)|CD|irrelevant
5031|Mutated Beyond Reason|CD|each time -ma- is selected to fight, roll one d3 and apply the following result for that fight:$table$
5032|Explodes|QT|irrelevant
5033|Explodes|QT|irrelevant
